# J dE
4.000000000000000000e+00 5.417865753523312122e+00
4.000000000000000000e+00 7.455091260222005189e+00
4.000000000000000000e+00 7.455091260222221905e+00
4.000000000000000000e+00 7.594335803460591450e+00
4.000000000000000000e+00 7.594335803461447654e+00
4.000000000000000000e+00 1.024944254401199117e+01
4.000000000000000000e+00 1.024944254401335186e+01
4.000000000000000000e+00 1.143170139357392401e+01
4.000000000000000000e+00 1.200901106187161460e+01
4.000000000000000000e+00 1.200901106187191658e+01
4.000000000000000000e+00 1.288053214218566112e+01
4.000000000000000000e+00 1.288053214218599507e+01
4.000000000000000000e+00 1.317695232991956544e+01
4.000000000000000000e+00 1.342293607336475603e+01
4.000000000000000000e+00 1.342293607336520722e+01
4.000000000000000000e+00 1.350761108384961062e+01
4.000000000000000000e+00 1.350761108384998721e+01
4.000000000000000000e+00 1.391356130980458872e+01
4.000000000000000000e+00 1.393118135148192138e+01
4.000000000000000000e+00 1.393118135148276693e+01
4.000000000000000000e+00 1.412903981781743923e+01
4.000000000000000000e+00 1.412903981781754936e+01
4.000000000000000000e+00 1.458787430081684988e+01
4.000000000000000000e+00 1.458787430081814662e+01
4.000000000000000000e+00 1.462037673490139866e+01
4.000000000000000000e+00 1.462037673490173972e+01
4.000000000000000000e+00 1.468999057926027874e+01
4.000000000000000000e+00 1.468999057926121310e+01
9.000000000000000222e-01 0.000000000000000000e+00
9.000000000000000222e-01 5.258016244624741375e-13
9.000000000000000222e-01 1.931379916541686725e-03
9.000000000000000222e-01 1.389235014937501411e+01
9.000000000000000222e-01 1.389235014937527701e+01
9.000000000000000222e-01 1.393915832374531227e+01
9.000000000000000222e-01 1.393915832374645802e+01
9.000000000000000222e-01 1.396747308711231739e+01
9.000000000000000222e-01 1.396747308711233337e+01
9.000000000000000222e-01 1.400991419080478551e+01
9.000000000000000222e-01 1.400991419080483702e+01
9.000000000000000222e-01 1.403942802847000770e+01
3.600000000000000089e+00 0.000000000000000000e+00
3.600000000000000089e+00 1.421085471520200372e-14
3.600000000000000089e+00 3.434105804595937173e+00
3.600000000000000089e+00 5.427579764293145814e+00
3.600000000000000089e+00 5.427579764293447795e+00
3.600000000000000089e+00 7.017244657592911494e+00
3.600000000000000089e+00 7.017244657592922152e+00
3.600000000000000089e+00 7.256611222014953455e+00
3.600000000000000089e+00 7.256611222015337148e+00
3.600000000000000089e+00 9.638338585012384385e+00
3.600000000000000089e+00 9.638338585012540705e+00
3.600000000000000089e+00 1.074622592870752413e+01
3.600000000000000089e+00 1.141113942145822335e+01
3.600000000000000089e+00 1.141113942145831572e+01
3.600000000000000089e+00 1.229889588064346739e+01
3.600000000000000089e+00 1.229889588064472505e+01
3.600000000000000089e+00 1.230999032830171913e+01
3.600000000000000089e+00 1.263793162727134600e+01
3.600000000000000089e+00 1.263793162727226616e+01
3.600000000000000089e+00 1.284552605967804340e+01
3.600000000000000089e+00 1.284552605967978423e+01
3.600000000000000089e+00 1.301243237680790443e+01
3.600000000000000089e+00 1.301243237680817444e+01
3.600000000000000089e+00 1.303513719555051509e+01
3.600000000000000089e+00 1.321050398187793107e+01
3.600000000000000089e+00 1.321050398188046771e+01
3.600000000000000089e+00 1.333446431403938703e+01
3.600000000000000089e+00 1.333446431404025034e+01
3.600000000000000089e+00 1.362635051309596790e+01
3.600000000000000089e+00 1.362635051309810308e+01
3.600000000000000089e+00 1.371271500967296575e+01
3.600000000000000089e+00 1.371271500967366919e+01
3.600000000000000089e+00 1.471316982974725640e+01
3.600000000000000089e+00 1.471316982974806642e+01
3.600000000000000089e+00 1.487250913052833923e+01
3.600000000000000089e+00 1.487250913052927714e+01
3.600000000000000089e+00 1.492261366977978909e+01
3.600000000000000089e+00 1.492261366977979620e+01
